"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","condition","video","age","gender","risk_first_to_mind","total_risk","judged_percent","block","last_risk","experiment","PANAS_positive","PANAS_negative","draw_left","draw_right","draw_total","draw_risk"
"1:1737",37,"first_win","292",FALSE,"left",0.5,"1","first_time",0.475,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1738",38,"first_win","202",TRUE,"right",0,"3","first_time",0.475,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,1,"Gain",30,11,4.5,6,8.5,6
"1:1739",39,"first_win","496",TRUE,"right",0,"3","first_time",0.475,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,0,"Gain",30,11,4.5,6,8.5,6
"1:1740",40,"first_win","354",FALSE,"left",0.5,"1","first_time",0.4875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,2,0,"Gain",30,11,4.5,6,8.5,6
"1:1741",41,"first_win","345",TRUE,"right",1,"3","first_time",0.5125,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1742",42,"first_win","175",TRUE,"right",0,"3","first_time",0.5125,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,1,"Gain",30,11,4.5,6,8.5,6
"1:1743",43,"first_win","178",FALSE,"left",0.5,"1","first_time",0.525,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1744",44,"first_win","176",TRUE,"right",1,"3","first_time",0.55,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1745",45,"first_win","589",TRUE,"right",1,"3","first_time",0.575,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,1,"Gain",30,11,4.5,6,8.5,6
"1:1746",46,"first_win","193",FALSE,"left",0.5,"1","first_time",0.5875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,1,"Gain",30,11,4.5,6,8.5,6
"1:1747",47,"first_win","3607",FALSE,"left",0.5,"1","first_time",0.6,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,1,"Gain",30,11,4.5,6,8.5,6
"1:1748",48,"first_win","325",TRUE,"right",0,"3","first_time",0.6,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,1,"Gain",30,11,4.5,6,8.5,6
"1:1749",49,"first_win","146",TRUE,"right",1,"3","first_time",0.625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1750",50,"first_win","263",TRUE,"right",0,"3","first_time",0.625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,1,"Gain",30,11,4.5,6,8.5,6
"1:1751",51,"first_win","427",FALSE,"left",0.5,"1","first_time",0.6375,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1752",52,"first_win","320",TRUE,"right",0,"3","first_time",0.6375,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1753",53,"first_win","118",FALSE,"left",0.5,"1","first_time",0.65,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1754",54,"first_win","373",TRUE,"right",1,"3","first_time",0.675,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1755",55,"first_win","1491",FALSE,"left",0.5,"1","first_time",0.6875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,1,"Gain",30,11,4.5,6,8.5,6
"1:1756",56,"first_win","311",TRUE,"right",0,"3","first_time",0.6875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,1,"Gain",30,11,4.5,6,8.5,6
"1:1757",57,"first_win","788",TRUE,"right",0,"3","first_time",0.6875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1758",58,"first_win","323",FALSE,"left",0.5,"1","first_time",0.7,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1759",59,"first_win","287",TRUE,"right",0,"3","first_time",0.7,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1760",60,"first_win","548",TRUE,"right",1,"3","first_time",0.725,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,3,0,"Gain",30,11,4.5,6,8.5,6
"1:1761",61,"first_win","1449",TRUE,"right",0,"3","first_time",0.725,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1762",62,"first_win","56",FALSE,"left",0.5,"1","first_time",0.7375,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,0,"Gain",30,11,4.5,6,8.5,6
"1:1763",63,"first_win","317",TRUE,"right",1,"3","first_time",0.7625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,0,"Gain",30,11,4.5,6,8.5,6
"1:1764",64,"first_win","641",TRUE,"right",0,"3","first_time",0.7625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1765",65,"first_win","303",FALSE,"left",0.5,"1","first_time",0.775,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,0,"Gain",30,11,4.5,6,8.5,6
"1:1766",66,"first_win","547",TRUE,"right",1,"3","first_time",0.8,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,0,"Gain",30,11,4.5,6,8.5,6
"1:1767",67,"first_win","1495",FALSE,"left",0.5,"1","first_time",0.8125,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1768",68,"first_win","285",TRUE,"right",0,"3","first_time",0.8125,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1769",69,"first_win","209",FALSE,"left",0.5,"1","first_time",0.825,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,0,"Gain",30,11,4.5,6,8.5,6
"1:1770",70,"first_win","174",TRUE,"right",1,"3","first_time",0.85,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,0,"Gain",30,11,4.5,6,8.5,6
"1:1771",71,"first_win","1195",TRUE,"right",1,"3","first_time",0.875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1772",72,"first_win","201",FALSE,"left",0.5,"1","first_time",0.8875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1773",73,"first_win","1989",FALSE,"left",0.5,"1","first_time",0.9,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1774",74,"first_win","316",TRUE,"right",1,"3","first_time",0.925,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1775",75,"first_win","-1",NA,NA,-1,NA,"first_time",0.925,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1776",76,"first_win","1492",TRUE,"right",1,"3","first_time",0.95,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1777",77,"first_win","259",FALSE,"left",0.5,"1","first_time",0.9625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1778",78,"first_win","530",FALSE,"left",0.5,"1","first_time",0.975,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1779",79,"first_win","293",TRUE,"right",1,"3","first_time",1,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1780",80,"first_win","255",FALSE,"left",0.5,"1","first_time",1.0125,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,4,1,"Gain",30,11,4.5,6,8.5,6
"1:1781",81,"first_win","383",TRUE,"right",1,"3","first_time",1.0375,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1782",82,"first_win","253",FALSE,"left",0.5,"1","first_time",1.05,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1783",83,"first_win","275",FALSE,"left",0.5,"1","first_time",1.0625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1784",84,"first_win","168",TRUE,"right",0,"3","first_time",1.0625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1785",85,"first_win","823",FALSE,"left",0.5,"1","first_time",1.075,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,0,"Gain",30,11,4.5,6,8.5,6
"1:1786",86,"first_win","441",TRUE,"right",1,"3","first_time",1.1,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,0,"Gain",30,11,4.5,6,8.5,6
"1:1787",87,"first_win","630",TRUE,"right",1,"3","first_time",1.125,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1788",88,"first_win","185",FALSE,"left",0.5,"1","first_time",1.1375,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1789",89,"first_win","1886",FALSE,"left",0.5,"1","first_time",1.15,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1790",90,"first_win","683",TRUE,"right",0,"3","first_time",1.15,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1791",91,"first_win","1090",TRUE,"right",0,"3","first_time",1.15,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,0,"Gain",30,11,4.5,6,8.5,6
"1:1792",92,"first_win","2793",FALSE,"left",0.5,"1","first_time",1.1625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,0,"Gain",30,11,4.5,6,8.5,6
"1:1793",93,"first_win","351",TRUE,"right",0,"3","first_time",1.1625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,0,"Gain",30,11,4.5,6,8.5,6
"1:1794",94,"first_win","718",TRUE,"right",1,"3","first_time",1.1875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,0,"Gain",30,11,4.5,6,8.5,6
"1:1795",95,"first_win","310",TRUE,"right",0,"3","first_time",1.1875,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1796",96,"first_win","392",FALSE,"left",0.5,"1","first_time",1.2,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,0,"Gain",30,11,4.5,6,8.5,6
"1:1797",97,"first_win","361",TRUE,"right",1,"3","first_time",1.225,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,0,"Gain",30,11,4.5,6,8.5,6
"1:1798",98,"first_win","351",FALSE,"left",0.5,"1","first_time",1.2375,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1799",99,"first_win","438",TRUE,"right",1,"3","first_time",1.2625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1800",100,"first_win","755",TRUE,"right",0,"3","first_time",1.2625,"cd25","Episodic","Restaurant",22,"M",2.5,0.565656565656566,40,5,1,"Gain",30,11,4.5,6,8.5,6
"1:1801",1,"first_win","1330",FALSE,"left",0.5,"2","first_time",0.0125,"cd26","General","Hospital",28,"F",0,0.43,20,1,NA,"Gain",30,12,4.5,5.5,8,5.5
"1:1802",2,"first_win","2875",TRUE,"right",1,"3","first_time",0.0375,"cd26","General","Hospital",28,"F",0,0.43,20,1,NA,"Gain",30,12,4.5,5.5,8,5.5
"1:1803",3,"first_win","1340",FALSE,"left",0.5,"2","first_time",0.05,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1804",4,"first_win","944",FALSE,"left",0.5,"2","first_time",0.0625,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1805",5,"first_win","702",FALSE,"left",0.5,"2","first_time",0.075,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1806",6,"first_win","322",TRUE,"right",0,"3","first_time",0.075,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1807",7,"first_win","2093",TRUE,"right",1,"3","first_time",0.1,"cd26","General","Hospital",28,"F",0,0.43,20,1,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1808",8,"first_win","1818",TRUE,"right",0,"3","first_time",0.1,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1809",9,"first_win","1878",FALSE,"left",0.5,"2","first_time",0.1125,"cd26","General","Hospital",28,"F",0,0.43,20,1,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1810",10,"first_win","1397",FALSE,"left",0.5,"2","first_time",0.125,"cd26","General","Hospital",28,"F",0,0.43,20,1,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1811",11,"first_win","703",FALSE,"left",0.5,"2","first_time",0.1375,"cd26","General","Hospital",28,"F",0,0.43,20,1,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1812",12,"first_win","486",TRUE,"right",0,"3","first_time",0.1375,"cd26","General","Hospital",28,"F",0,0.43,20,1,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1813",13,"first_win","256",TRUE,"right",1,"3","first_time",0.1625,"cd26","General","Hospital",28,"F",0,0.43,20,1,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1814",14,"first_win","295",FALSE,"left",0.5,"2","first_time",0.175,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1815",15,"first_win","240",TRUE,"right",1,"3","first_time",0.2,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1816",16,"first_win","315",FALSE,"left",0.5,"2","first_time",0.2125,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1817",17,"first_win","260",TRUE,"right",0,"3","first_time",0.2125,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1818",18,"first_win","164",TRUE,"right",1,"3","first_time",0.2375,"cd26","General","Hospital",28,"F",0,0.43,20,1,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1819",19,"first_win","1481",FALSE,"left",0.5,"2","first_time",0.25,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1820",20,"first_win","1627",FALSE,"left",0.5,"2","first_time",0.2625,"cd26","General","Hospital",28,"F",0,0.43,20,1,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1821",21,"first_win","346",FALSE,"left",0.5,"2","first_time",0.275,"cd26","General","Hospital",28,"F",0,0.43,20,2,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1822",22,"first_win","225",TRUE,"right",0,"3","first_time",0.275,"cd26","General","Hospital",28,"F",0,0.43,20,2,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1823",23,"first_win","110",TRUE,"right",0,"3","first_time",0.275,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1824",24,"first_win","144",TRUE,"right",0,"3","first_time",0.275,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1825",25,"first_win","63",TRUE,"right",0,"3","first_time",0.275,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1826",26,"first_win","250",TRUE,"right",0,"3","first_time",0.275,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1827",27,"first_win","201",TRUE,"right",1,"3","first_time",0.3,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1828",28,"first_win","915",TRUE,"right",0,"3","first_time",0.3,"cd26","General","Hospital",28,"F",0,0.43,20,2,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1829",29,"first_win","162",FALSE,"left",0.5,"2","first_time",0.3125,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1830",30,"first_win","520",FALSE,"left",0.5,"2","first_time",0.325,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1831",31,"first_win","213",FALSE,"left",0.5,"2","first_time",0.3375,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1832",32,"first_win","178",FALSE,"left",0.5,"2","first_time",0.35,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1833",33,"first_win","663",FALSE,"left",0.5,"2","first_time",0.3625,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1834",34,"first_win","321",TRUE,"right",0,"3","first_time",0.3625,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1835",35,"first_win","127",FALSE,"left",0.5,"2","first_time",0.375,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1836",36,"first_win","277",TRUE,"right",1,"3","first_time",0.4,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1837",37,"first_win","1128",TRUE,"right",0,"3","first_time",0.4,"cd26","General","Hospital",28,"F",0,0.43,20,2,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1838",38,"first_win","172",FALSE,"left",0.5,"2","first_time",0.4125,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1839",39,"first_win","351",FALSE,"left",0.5,"2","first_time",0.425,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1840",40,"first_win","268",FALSE,"left",0.5,"2","first_time",0.4375,"cd26","General","Hospital",28,"F",0,0.43,20,2,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1841",41,"first_win","735",TRUE,"right",1,"3","first_time",0.4625,"cd26","General","Hospital",28,"F",0,0.43,20,3,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1842",42,"first_win","332",FALSE,"left",0.5,"2","first_time",0.475,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1843",43,"first_win","456",FALSE,"left",0.5,"2","first_time",0.4875,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1844",44,"first_win","926",FALSE,"left",0.5,"2","first_time",0.5,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1845",45,"first_win","464",TRUE,"right",1,"3","first_time",0.525,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1846",46,"first_win","263",FALSE,"left",0.5,"2","first_time",0.5375,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1847",47,"first_win","511",FALSE,"left",0.5,"2","first_time",0.55,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1848",48,"first_win","258",TRUE,"right",1,"3","first_time",0.575,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1849",49,"first_win","279",FALSE,"left",0.5,"2","first_time",0.5875,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1850",50,"first_win","187",FALSE,"left",0.5,"2","first_time",0.6,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1851",51,"first_win","198",FALSE,"left",0.5,"2","first_time",0.6125,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1852",52,"first_win","449",TRUE,"right",0,"3","first_time",0.6125,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1853",53,"first_win","447",FALSE,"left",0.5,"2","first_time",0.625,"cd26","General","Hospital",28,"F",0,0.43,20,3,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1854",54,"first_win","224",TRUE,"right",0,"3","first_time",0.625,"cd26","General","Hospital",28,"F",0,0.43,20,3,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1855",55,"first_win","630",TRUE,"right",1,"3","first_time",0.65,"cd26","General","Hospital",28,"F",0,0.43,20,3,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1856",56,"first_win","244",FALSE,"left",0.5,"2","first_time",0.6625,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1857",57,"first_win","507",FALSE,"left",0.5,"2","first_time",0.675,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1858",58,"first_win","772",FALSE,"left",0.5,"2","first_time",0.6875,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1859",59,"first_win","297",FALSE,"left",0.5,"2","first_time",0.7,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1860",60,"first_win","340",TRUE,"right",0,"3","first_time",0.7,"cd26","General","Hospital",28,"F",0,0.43,20,3,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1861",61,"first_win","327",TRUE,"right",1,"3","first_time",0.725,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1862",62,"first_win","940",TRUE,"right",1,"3","first_time",0.75,"cd26","General","Hospital",28,"F",0,0.43,20,4,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1863",63,"first_win","840",FALSE,"left",0.5,"2","first_time",0.7625,"cd26","General","Hospital",28,"F",0,0.43,20,4,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1864",64,"first_win","261",FALSE,"left",0.5,"2","first_time",0.775,"cd26","General","Hospital",28,"F",0,0.43,20,4,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1865",65,"first_win","297",FALSE,"left",0.5,"2","first_time",0.7875,"cd26","General","Hospital",28,"F",0,0.43,20,4,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1866",66,"first_win","527",TRUE,"right",0,"3","first_time",0.7875,"cd26","General","Hospital",28,"F",0,0.43,20,4,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1867",67,"first_win","193",TRUE,"right",0,"3","first_time",0.7875,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1868",68,"first_win","260",FALSE,"left",0.5,"2","first_time",0.8,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1869",69,"first_win","203",TRUE,"right",0,"3","first_time",0.8,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1870",70,"first_win","241",FALSE,"left",0.5,"2","first_time",0.8125,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1871",71,"first_win","556",FALSE,"left",0.5,"2","first_time",0.825,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1872",72,"first_win","506",TRUE,"right",1,"3","first_time",0.85,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1873",73,"first_win","380",TRUE,"right",0,"3","first_time",0.85,"cd26","General","Hospital",28,"F",0,0.43,20,4,1,"Gain",30,12,4.5,5.5,8,5.5
"1:1874",74,"first_win","185",FALSE,"left",0.5,"2","first_time",0.8625,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1875",75,"first_win","325",FALSE,"left",0.5,"2","first_time",0.875,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1876",76,"first_win","396",TRUE,"right",0,"3","first_time",0.875,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1877",77,"first_win","315",FALSE,"left",0.5,"2","first_time",0.8875,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1878",78,"first_win","310",FALSE,"left",0.5,"2","first_time",0.9,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
"1:1879",79,"first_win","300",TRUE,"right",1,"3","first_time",0.925,"cd26","General","Hospital",28,"F",0,0.43,20,4,0,"Gain",30,12,4.5,5.5,8,5.5
